year	sex	name	n	prop
1940	F	Teresa	686	5.8074e-4
1940	F	Clarice	309	2.6159e-4
1940	F	Helena	200	1.6931e-4
1940	F	Hannah	188	1.5915e-4
1940	F	Karin	129	1.0921e-4
1940	F	Charmaine	97	8.212e-5
1940	F	Magdalena	67	5.672e-5
1940	F	Page	15	1.27e-5
1940	F	Stefanie	10	8.47e-6
1940	M	Ashley	49	4.131e-5
1940	M	Florian	39	3.288e-5
1940	M	Page	11	9.27e-6
1940	M	Caroline	8	6.75e-6
1940	M	Claudia	5	4.22e-6
1940	M	Teresa	5	4.22e-6
1941	F	Caroline	1173	9.4152e-4
1941	F	Claudia	1019	8.1791e-4
1941	F	Teresa	715	5.739e-4
1941	F	Clarice	324	2.6006e-4
1941	F	Helena	194	1.5572e-4
1941	F	Karin	185	1.4849e-4
1941	F	Hannah	180	1.4448e-4
1941	F	Charmaine	89	7.144e-5
1941	F	Magdalena	73	5.859e-5
1941	F	Stefanie	14	1.124e-5
1941	F	Page	11	8.83e-6
1941	F	Ashley	6	4.82e-6
1941	M	Ashley	54	4.304e-5
1941	M	Florian	48	3.826e-5
1941	M	Page	15	1.196e-5
1941	M	Teresa	7	5.58e-6
1941	M	Claudia	6	4.78e-6
1942	F	Caroline	1391	0.00100044
1942	F	Claudia	1360	9.7814e-4
1942	F	Teresa	1002	7.2066e-4
1942	F	Karin	415	2.9848e-4
1942	F	Clarice	362	2.6036e-4
1942	F	Helena	218	1.5679e-4
1942	F	Hannah	213	1.5319e-4
1942	F	Charmaine	101	7.264e-5
1942	F	Magdalena	64	4.603e-5
1942	F	Page	21	1.51e-5
1942	F	Stefanie	20	1.438e-5
1942	F	Ashley	8	5.75e-6
1942	F	Oona	5	3.6e-6
1942	M	Ashley	71	5.042e-5
1942	M	Florian	26	1.846e-5
1942	M	Page	14	9.94e-6
1942	M	Claudia	9	6.39e-6
1942	M	Caroline	5	3.55e-6
1943	F	Claudia	1584	0.00110362
1943	F	Caroline	1352	9.4198e-4
1943	F	Teresa	1193	8.312e-4
1943	F	Clarice	274	1.909e-4
1943	F	Karin	236	1.6443e-4
1943	F	Helena	209	1.4562e-4
1943	F	Hannah	196	1.3656e-4
1943	F	Charmaine	107	7.455e-5
1943	F	Magdalena	81	5.644e-5
1943	F	Page	19	1.324e-5
1943	F	Stefanie	19	1.324e-5
1943	F	Ashley	10	6.97e-6
1943	F	Oona	7	4.88e-6
1943	M	Ashley	58	3.988e-5
1943	M	Florian	37	2.544e-5
1943	M	Page	16	1.1e-5
1944	F	Claudia	2221	0.00162537
1944	F	Caroline	1212	8.8697e-4
1944	F	Teresa	1204	8.8111e-4
1944	F	Clarice	264	1.932e-4
1944	F	Karin	204	1.4929e-4
1944	F	Helena	183	1.3392e-4
1944	F	Hannah	166	1.2148e-4
1944	F	Charmaine	106	7.757e-5
1944	F	Magdalena	64	4.684e-5
1944	F	Stefanie	21	1.537e-5
1944	F	Page	14	1.025e-5
1944	F	Ashley	10	7.32e-6
1944	F	Oona	5	3.66e-6
1944	M	Ashley	55	3.96e-5
1944	M	Florian	38	2.736e-5
1944	M	Claudia	8	5.76e-6
1944	M	Page	7	5.04e-6
1945	F	Claudia	1910	0.00141895
1945	F	Teresa	1339	9.9475e-4
1945	F	Caroline	1015	7.5405e-4
1945	F	Clarice	209	1.5527e-4
1945	F	Helena	178	1.3224e-4
1945	F	Karin	175	1.3001e-4
1945	F	Hannah	153	1.1366e-4
1945	F	Charmaine	102	7.578e-5
1945	F	Magdalena	61	4.532e-5
1945	F	Stefanie	24	1.783e-5
1945	F	Page	15	1.114e-5
1945	F	Ashley	10	7.43e-6
1945	M	Ashley	57	4.157e-5
1945	M	Florian	25	1.823e-5
1945	M	Page	16	1.167e-5
1945	M	Claudia	15	1.094e-5
1945	M	Teresa	7	5.1e-6
1946	F	Claudia	2307	0.00143039
1946	F	Teresa	1834	0.00113712
1946	F	Caroline	1090	6.7582e-4
1946	F	Karin	275	1.7051e-4
1946	F	Clarice	246	1.5253e-4
1946	F	Helena	228	1.4137e-4
1946	F	Hannah	143	8.866e-5
1946	F	Charmaine	104	6.448e-5
1946	F	Magdalena	75	4.65e-5
1946	F	Stefanie	45	2.79e-5
1946	F	Page	15	9.3e-6
1946	F	Ashley	7	4.34e-6
1946	M	Ashley	71	4.302e-5
1946	M	Florian	36	2.182e-5
1946	M	Page	15	9.09e-6
1946	M	Claudia	11	6.67e-6
1946	M	Teresa	10	6.06e-6
1947	F	Teresa	2810	0.00154581
1947	F	Claudia	2766	0.0015216
1947	F	Caroline	1150	6.3262e-4
1947	F	Karin	384	2.1124e-4
1947	F	Clarice	262	1.4413e-4
1947	F	Helena	220	1.2102e-4
1947	F	Hannah	184	1.0122e-4
1947	F	Charmaine	130	7.151e-5
1947	F	Magdalena	92	5.061e-5
1947	F	Stefanie	32	1.76e-5
1947	F	Page	19	1.045e-5
1947	F	Ashley	11	6.05e-6
1947	M	Ashley	67	3.607e-5
1947	M	Florian	35	1.884e-5
1947	M	Page	22	1.184e-5
1947	M	Claudia	10	5.38e-6
1948	F	Teresa	4217	0.00241998
1948	F	Claudia	2623	0.00150524
1948	F	Caroline	1080	6.1977e-4
1948	F	Karin	461	2.6455e-4
1948	F	Clarice	253	1.4519e-4
1948	F	Helena	210	1.2051e-4
1948	F	Hannah	183	1.0502e-4
1948	F	Charmaine	128	7.345e-5
1948	F	Magdalena	120	6.886e-5
1948	F	Stefanie	46	2.64e-5
1948	F	Page	19	1.09e-5
1948	F	Ashley	13	7.46e-6
1948	M	Ashley	66	3.703e-5
1948	M	Florian	29	1.627e-5
1948	M	Page	16	8.98e-6
1948	M	Claudia	10	5.61e-6
1948	M	Teresa	9	5.05e-6
1949	F	Teresa	4329	0.00246598
1949	F	Claudia	2519	0.00143493
1949	F	Caroline	1001	5.7021e-4
1949	F	Karin	347	1.9767e-4
1949	F	Clarice	255	1.4526e-4
1949	F	Helena	226	1.2874e-4
1949	F	Hannah	171	9.741e-5
1949	F	Charmaine	132	7.519e-5
1949	F	Magdalena	113	6.437e-5
1949	F	Stefanie	44	2.506e-5
1949	F	Page	19	1.082e-5
1949	F	Ashley	11	6.27e-6
1949	M	Ashley	55	3.052e-5
1949	M	Florian	20	1.11e-5
1949	M	Page	17	9.43e-6
1949	M	Claudia	8	4.44e-6
1949	M	Teresa	7	3.88e-6
1950	F	Teresa	4726	0.00268734
1950	F	Claudia	2536	0.00144204
1950	F	Caroline	879	4.9982e-4
1950	F	Karin	360	2.0471e-4
1950	F	Clarice	243	1.3818e-4
1950	F	Helena	219	1.2453e-4
1950	F	Hannah	165	9.382e-5
1950	F	Charmaine	152	8.643e-5
1950	F	Magdalena	95	5.402e-5
1950	F	Stefanie	55	3.127e-5
1950	F	Page	26	1.478e-5
1950	F	Ashley	15	8.53e-6
1950	M	Ashley	57	3.133e-5
1950	M	Page	24	1.319e-5
1950	M	Florian	18	9.9e-6
1950	M	Claudia	8	4.4e-6
1950	M	Teresa	6	3.3e-6
1950	M	Ahmad	5	2.75e-6
1951	F	Teresa	6216	0.00336495
1951	F	Claudia	2864	0.00155039
1951	F	Caroline	919	4.9749e-4
1951	F	Karin	468	2.5335e-4
1951	F	Helena	227	1.2288e-4
1951	F	Clarice	225	1.218e-4
1951	F	Charmaine	192	1.0394e-4
1951	F	Hannah	164	8.878e-5
1951	F	Magdalena	140	7.579e-5
1951	F	Stefanie	52	2.815e-5
1951	F	Page	18	9.74e-6
1951	F	Ashley	15	8.12e-6
1951	M	Ashley	50	2.615e-5
1951	M	Florian	20	1.046e-5
1951	M	Page	17	8.89e-6
1951	M	Teresa	11	5.75e-6
1951	M	Claudia	8	4.18e-6
1952	F	Teresa	7291	0.00383278
1952	F	Claudia	3381	0.00177734
1952	F	Caroline	917	4.8205e-4
1952	F	Charmaine	619	3.254e-4
1952	F	Karin	477	2.5075e-4
1952	F	Clarice	275	1.4456e-4
1952	F	Helena	209	1.0987e-4
1952	F	Hannah	151	7.938e-5
1952	F	Magdalena	115	6.045e-5
1952	F	Stefanie	70	3.68e-5
1952	F	Page	31	1.63e-5
1952	F	Ashley	24	1.262e-5
1952	M	Ashley	59	2.989e-5
1952	M	Page	22	1.114e-5
1952	M	Florian	18	9.12e-6
1952	M	Teresa	7	3.55e-6
1953	F	Teresa	8933	0.00463066
1953	F	Claudia	2857	0.001481
1953	F	Caroline	884	4.5825e-4
1953	F	Karin	481	2.4934e-4
1953	F	Charmaine	429	2.2238e-4
1953	F	Clarice	270	1.3996e-4
1953	F	Helena	228	1.1819e-4
1953	F	Hannah	154	7.983e-5
1953	F	Magdalena	122	6.324e-5
1953	F	Stefanie	64	3.318e-5
1953	F	Page	29	1.503e-5
1953	F	Ashley	15	7.78e-6
1953	M	Ashley	55	2.748e-5
1953	M	Florian	23	1.149e-5
1953	M	Page	21	1.049e-5
1953	M	Teresa	19	9.49e-6
1953	M	Ahmad	7	3.5e-6
1953	M	Claudia	6	3e-6
1954	F	Teresa	10839	0.00544444
1954	F	Claudia	2516	0.00126379
1954	F	Caroline	770	3.8677e-4
1954	F	Karin	571	2.8681e-4
1954	F	Charmaine	352	1.7681e-4
1954	F	Clarice	252	1.2658e-4
1954	F	Helena	213	1.0699e-4
1954	F	Hannah	153	7.685e-5
1954	F	Magdalena	122	6.128e-5
1954	F	Stefanie	65	3.265e-5
1954	F	Page	28	1.406e-5
1954	F	Ashley	21	1.055e-5
1954	F	Oona	5	2.51e-6
1954	M	Ashley	73	3.529e-5
1954	M	Florian	24	1.16e-5
1954	M	Teresa	22	1.064e-5
1954	M	Page	12	5.8e-6
1955	F	Teresa	13125	0.00654713
1955	F	Claudia	2412	0.00120318
1955	F	Caroline	743	3.7063e-4
1955	F	Karin	606	3.0229e-4
1955	F	Charmaine	343	1.711e-4
1955	F	Clarice	248	1.2371e-4
1955	F	Helena	208	1.0376e-4
1955	F	Hannah	135	6.734e-5
1955	F	Magdalena	132	6.585e-5
1955	F	Stefanie	74	3.691e-5
1955	F	Page	38	1.896e-5
1955	F	Ashley	8	3.99e-6
1955	M	Ashley	81	3.876e-5
1955	M	Teresa	25	1.196e-5
1955	M	Florian	23	1.101e-5
1955	M	Page	15	7.18e-6
1955	M	Ahmad	7	3.35e-6
1955	M	Claudia	6	2.87e-6
1956	F	Teresa	14465	0.00702434
1956	F	Claudia	1916	9.3043e-4
1956	F	Karin	725	3.5207e-4
1956	F	Caroline	702	3.409e-4
1956	F	Charmaine	333	1.6171e-4
1956	F	Helena	225	1.0926e-4
1956	F	Clarice	207	1.0052e-4
1956	F	Hannah	140	6.799e-5
1956	F	Magdalena	139	6.75e-5
1956	F	Stefanie	74	3.594e-5
1956	F	Page	34	1.651e-5
1956	F	Ashley	24	1.165e-5
1956	F	Karina	11	5.34e-6
1956	M	Ashley	65	3.031e-5
1956	M	Teresa	34	1.585e-5
1956	M	Florian	24	1.119e-5
1956	M	Page	24	1.119e-5
1956	M	Ahmad	5	2.33e-6
1956	M	Claudia	5	2.33e-6
1957	F	Teresa	15684	0.00747731
1957	F	Claudia	1661	7.9188e-4
1957	F	Caroline	1135	5.4111e-4
1957	F	Karin	689	3.2848e-4
1957	F	Charmaine	340	1.6209e-4
1957	F	Helena	263	1.2538e-4
1957	F	Clarice	221	1.0536e-4
1957	F	Hannah	124	5.912e-5
1957	F	Magdalena	124	5.912e-5
1957	F	Stefanie	68	3.242e-5
1957	F	Page	31	1.478e-5
1957	F	Ashley	27	1.287e-5
1957	F	Karina	9	4.29e-6
1957	M	Ashley	65	2.971e-5
1957	M	Teresa	33	1.509e-5
1957	M	Page	17	7.77e-6
1957	M	Florian	14	6.4e-6
1957	M	Ahmad	6	2.74e-6
1958	F	Teresa	15604	0.00755634
1958	F	Claudia	1584	7.6706e-4
1958	F	Caroline	989	4.7893e-4
1958	F	Karin	669	3.2397e-4
1958	F	Charmaine	293	1.4189e-4
1958	F	Helena	229	1.1089e-4
1958	F	Clarice	217	1.0508e-4
1958	F	Magdalena	142	6.876e-5
1958	F	Hannah	124	6.005e-5
1958	F	Stefanie	56	2.712e-5
1958	F	Page	41	1.985e-5
1958	F	Ashley	38	1.84e-5
1958	F	Karina	17	8.23e-6
1958	M	Ashley	75	3.483e-5
1958	M	Teresa	35	1.626e-5
1958	M	Florian	18	8.36e-6
1958	M	Page	15	6.97e-6
1958	M	Ahmad	11	5.11e-6
1958	M	Claudia	10	4.64e-6
1959	F	Teresa	17390	0.00836657
1959	F	Claudia	1421	6.8366e-4
1959	F	Caroline	1046	5.0324e-4
1959	F	Karin	721	3.4688e-4
1959	F	Charmaine	318	1.5299e-4
1959	F	Helena	249	1.198e-4
1959	F	Clarice	167	8.035e-5
1959	F	Magdalena	155	7.457e-5
1959	F	Hannah	136	6.543e-5
1959	F	Stefanie	70	3.368e-5
1959	F	Page	43	2.069e-5
1959	F	Ashley	37	1.78e-5
1959	F	Karina	14	6.74e-6
1959	M	Ashley	80	3.693e-5
1959	M	Teresa	39	1.8e-5
1959	M	Florian	26	1.2e-5
1959	M	Ahmad	16	7.39e-6
1959	M	Page	14	6.46e-6
1959	M	Claudia	7	3.23e-6
1960	F	Teresa	18835	0.00905598
1960	F	Caroline	1211	5.8226e-4
1960	F	Claudia	1192	5.7312e-4
1960	F	Karin	736	3.5387e-4
1960	F	Charmaine	260	1.2501e-4
1960	F	Helena	216	1.0385e-4
1960	F	Clarice	168	8.078e-5
1960	F	Magdalena	165	7.933e-5
1960	F	Hannah	133	6.395e-5
1960	F	Stefanie	100	4.808e-5
1960	F	Ashley	56	2.693e-5
1960	F	Page	46	2.212e-5
1960	F	Karina	16	7.69e-6
1960	M	Ashley	89	4.11e-5
1960	M	Teresa	39	1.801e-5
1960	M	Page	26	1.201e-5
1960	M	Ahmad	21	9.7e-6
1960	M	Florian	7	3.23e-6
1960	M	Caroline	5	2.31e-6
1960	M	Claudia	5	2.31e-6
1961	F	Teresa	18904	0.00910422
1961	F	Caroline	2199	0.00105904
1961	F	Claudia	1161	5.5914e-4
1961	F	Karin	731	3.5205e-4
1961	F	Charmaine	299	1.44e-4
1961	F	Helena	237	1.1414e-4
1961	F	Magdalena	168	8.091e-5
1961	F	Hannah	150	7.224e-5
1961	F	Clarice	135	6.502e-5
1961	F	Stefanie	110	5.298e-5
1961	F	Ashley	80	3.853e-5
1961	F	Page	65	3.13e-5
1961	F	Karina	46	2.215e-5
1961	F	Oona	7	3.37e-6
1961	F	Hanne	6	2.89e-6
1961	M	Ashley	126	5.844e-5
1961	M	Teresa	40	1.855e-5
1961	M	Page	22	1.02e-5
1961	M	Ahmad	21	9.74e-6
1961	M	Florian	14	6.49e-6
1961	M	Caroline	6	2.78e-6
1961	M	Claudia	5	2.32e-6
1962	F	Teresa	18514	0.00913377
1962	F	Caroline	1990	9.8175e-4
1962	F	Claudia	998	4.9236e-4
1962	F	Karin	825	4.0701e-4
1962	F	Charmaine	291	1.4356e-4
1962	F	Helena	252	1.2432e-4
1962	F	Magdalena	187	9.226e-5
1962	F	Stefanie	165	8.14e-5
1962	F	Hannah	142	7.005e-5
1962	F	Clarice	141	6.956e-5
1962	F	Ashley	95	4.687e-5
1962	F	Karina	93	4.588e-5
1962	F	Page	69	3.404e-5
1962	F	Oona	7	3.45e-6
1962	M	Ashley	113	5.376e-5
1962	M	Teresa	46	2.188e-5
1962	M	Page	23	1.094e-5
1962	M	Ahmad	21	9.99e-6
1962	M	Florian	9	4.28e-6
1962	M	Caroline	5	2.38e-6
1963	F	Teresa	17966	0.0090375
1963	F	Caroline	1689	8.4962e-4
1963	F	Claudia	1005	5.0555e-4
1963	F	Karin	895	4.5021e-4
1963	F	Charmaine	275	1.3833e-4
1963	F	Helena	272	1.3683e-4
1963	F	Stefanie	199	1.001e-4
1963	F	Magdalena	158	7.948e-5
1963	F	Hannah	146	7.344e-5
1963	F	Ashley	108	5.433e-5
1963	F	Clarice	102	5.131e-5
1963	F	Page	75	3.773e-5
1963	F	Karina	42	2.113e-5
1963	M	Ashley	129	6.246e-5
1963	M	Teresa	52	2.518e-5
1963	M	Page	20	9.68e-6
1963	M	Ahmad	13	6.29e-6
1963	M	Florian	10	4.84e-6
1964	F	Teresa	16418	0.00838831
1964	F	Caroline	2105	0.00107549
1964	F	Claudia	995	5.0837e-4
1964	F	Karin	886	4.5268e-4
1964	F	Helena	305	1.5583e-4
1964	F	Stefanie	274	1.3999e-4
1964	F	Charmaine	261	1.3335e-4
1964	F	Ashley	181	9.248e-5
1964	F	Magdalena	170	8.686e-5
1964	F	Hannah	136	6.949e-5
1964	F	Clarice	119	6.08e-5
1964	F	Karina	65	3.321e-5
1964	F	Page	51	2.606e-5
1964	F	Oona	8	4.09e-6
1964	M	Ashley	110	5.426e-5
1964	M	Teresa	38	1.874e-5
1964	M	Page	21	1.036e-5
1964	M	Ahmad	15	7.4e-6
1964	M	Florian	15	7.4e-6
1964	M	Mohammad	7	3.45e-6
1964	M	Claudia	5	2.47e-6
1965	F	Teresa	14579	0.00797809
1965	F	Caroline	1816	9.9377e-4
1965	F	Karin	917	5.0181e-4
1965	F	Claudia	818	4.4764e-4
1965	F	Stefanie	331	1.8113e-4
1965	F	Helena	259	0.00014173000000000001
1965	F	Charmaine	244	1.3352e-4
1965	F	Ashley	218	1.193e-4
1965	F	Magdalena	168	9.193e-5
1965	F	Hannah	123	6.731e-5
1965	F	Clarice	106	5.801e-5
1965	F	Karina	73	3.995e-5
1965	F	Page	51	2.791e-5
1965	F	Oona	8	4.38e-6
1965	M	Ashley	121	6.385e-5
1965	M	Teresa	43	2.269e-5
1965	M	Ahmad	21	1.108e-5
1965	M	Page	15	7.91e-6
1965	M	Claudia	7	3.69e-6
1965	M	Florian	7	3.69e-6
1965	M	Caroline	5	2.64e-6
1965	M	Mohammad	5	2.64e-6
1966	F	Teresa	13022	0.00741749
1966	F	Caroline	1552	8.8404e-4
1966	F	Karin	854	4.8645e-4
1966	F	Claudia	797	4.5398e-4
1966	F	Stefanie	547	3.1158e-4
1966	F	Ashley	263	1.4981e-4
1966	F	Charmaine	236	1.3443e-4
1966	F	Helena	226	1.2873e-4
1966	F	Magdalena	150	8.544e-5
1966	F	Hannah	133	7.576e-5
1966	F	Clarice	102	5.81e-5
1966	F	Karina	65	3.702e-5
1966	F	Page	60	3.418e-5
1966	F	Oona	6	3.42e-6
1966	M	Ashley	110	6.051e-5
1966	M	Teresa	45	2.475e-5
1966	M	Page	22	1.21e-5
1966	M	Ahmad	16	8.8e-6
1966	M	Florian	8	4.4e-6
1967	F	Teresa	12270	0.00714744
1967	F	Caroline	1449	8.4406e-4
1967	F	Karin	947	5.5164e-4
1967	F	Claudia	905	5.2717e-4
1967	F	Stefanie	817	4.7591e-4
1967	F	Ashley	386	2.2485e-4
1967	F	Charmaine	220	1.2815e-4
1967	F	Helena	196	1.1417e-4
1967	F	Magdalena	135	7.864e-5
1967	F	Hannah	123	7.165e-5
1967	F	Clarice	87	5.068e-5
1967	F	Page	75	4.369e-5
1967	F	Karina	66	3.845e-5
1967	F	Oona	7	4.08e-6
1967	M	Ashley	137	7.698e-5
1967	M	Teresa	33	1.854e-5
1967	M	Page	24	1.348e-5
1967	M	Ahmad	22	1.236e-5
1967	M	Florian	8	4.49e-6
1967	M	Claudia	5	2.81e-6
1967	M	Mohammad	5	2.81e-6
1968	F	Teresa	10912	0.00638297
1968	F	Caroline	1411	8.2536e-4
1968	F	Claudia	992	5.8027e-4
1968	F	Karin	971	5.6799e-4
1968	F	Stefanie	561	3.2816e-4
1968	F	Ashley	544	3.1821e-4
1968	F	Helena	185	1.0822e-4
1968	F	Charmaine	183	1.0705e-4
1968	F	Hannah	142	8.306e-5
1968	F	Magdalena	117	6.844e-5
1968	F	Karina	99	5.791e-5
1968	F	Clarice	87	5.089e-5
1968	F	Page	60	3.51e-5
1968	M	Ashley	169	9.515e-5
1968	M	Teresa	38	2.14e-5
1968	M	Ahmad	30	1.689e-5
1968	M	Page	17	9.57e-6
1968	M	Mohammad	11	6.19e-6
1968	M	Karin	7	3.94e-6
1968	M	Florian	6	3.38e-6
1968	M	Claudia	5	2.82e-6
1969	F	Teresa	10357	0.00587557
1969	F	Caroline	1353	7.6756e-4
1969	F	Claudia	1120	6.3538e-4
1969	F	Karin	1008	5.7184e-4
1969	F	Stefanie	661	3.7499e-4
1969	F	Ashley	641	3.6364e-4
1969	F	Charmaine	222	1.2594e-4
1969	F	Helena	192	1.0892e-4
1969	F	Magdalena	153	8.68e-5
1969	F	Hannah	142	8.056e-5
1969	F	Karina	121	6.864e-5
1969	F	Clarice	76	4.312e-5
1969	F	Page	48	2.723e-5
1969	F	Oona	8	4.54e-6
1969	M	Ashley	194	1.0601e-4
1969	M	Teresa	37	2.022e-5
1969	M	Ahmad	26	1.421e-5
1969	M	Page	20	1.093e-5
1969	M	Claudia	11	6.01e-6
1969	M	Florian	9	4.92e-6
1969	M	Mohammad	8	4.37e-6
1969	M	Karin	5	2.73e-6
1970	F	Teresa	9607	0.00524431
1970	F	Caroline	1374	7.5005e-4
1970	F	Claudia	1224	6.6816e-4
1970	F	Stefanie	1068	5.83e-4
1970	F	Karin	1051	5.7372e-4
1970	F	Ashley	930	5.0767e-4
1970	F	Charmaine	255	1.392e-4
1970	F	Helena	201	1.0972e-4
1970	F	Hannah	173	9.444e-5
1970	F	Magdalena	158	8.625e-5
1970	F	Karina	151	8.243e-5
1970	F	Clarice	79	4.312e-5
1970	F	Page	77	4.203e-5
1970	F	Oona	6	3.28e-6
1970	M	Ashley	253	1.3277e-4
1970	M	Ahmad	48	2.519e-5
1970	M	Teresa	37	1.942e-5
1970	M	Claudia	16	8.4e-6
1970	M	Mohammad	16	8.4e-6
1970	M	Page	16	8.4e-6
1970	M	Florian	8	4.2e-6
1971	F	Teresa	8561	0.0048854
1971	F	Claudia	1250	7.1332e-4
1971	F	Caroline	1211	6.9107e-4
1971	F	Ashley	1164	6.6425e-4
1971	F	Stefanie	923	5.2672e-4
1971	F	Karin	873	4.9818e-4
1971	F	Charmaine	239	1.3639e-4
1971	F	Helena	188	1.0728e-4
1971	F	Hannah	180	1.0272e-4
1971	F	Magdalena	158	9.016e-5
1971	F	Karina	154	8.788e-5
1971	F	Clarice	81	4.622e-5
1971	F	Page	61	3.481e-5
1971	F	Oona	10	5.71e-6
1971	M	Ashley	263	1.4463e-4
1971	M	Ahmad	65	3.575e-5
1971	M	Teresa	41	2.255e-5
1971	M	Mohammad	20	1.1e-5
1971	M	Page	16	8.8e-6
1971	M	Claudia	12	6.6e-6
1971	M	Florian	6	3.3e-6
1971	M	Karin	5	2.75e-6
1972	F	Teresa	7176	0.00445033
1972	F	Claudia	1361	8.4405e-4
1972	F	Ashley	1176	7.2932e-4
1972	F	Caroline	1071	6.642e-4
1972	F	Stefanie	970	6.0156e-4
1972	F	Karin	664	4.1179e-4
1972	F	Charmaine	291	1.8047e-4
1972	F	Hannah	250	1.5504e-4
1972	F	Helena	189	1.1721e-4
1972	F	Karina	173	1.0729e-4
1972	F	Magdalena	127	7.876e-5
1972	F	Clarice	79	4.899e-5
1972	F	Page	46	2.853e-5
1972	F	Oona	19	1.178e-5
1972	M	Ashley	274	1.6361e-4
1972	M	Ahmad	58	3.463e-5
1972	M	Teresa	29	1.732e-5
1972	M	Mohammad	20	1.194e-5
1972	M	Page	13	7.76e-6
1972	M	Florian	7	4.18e-6
1972	M	Karin	5	2.99e-6
1973	F	Teresa	5987	0.00385255
1973	F	Claudia	1566	0.0010077
1973	F	Ashley	1253	8.0629e-4
1973	F	Caroline	1112	7.1556e-4
1973	F	Stefanie	931	5.9909e-4
1973	F	Karin	654	4.2084e-4
1973	F	Charmaine	306	1.9691e-4
1973	F	Hannah	300	1.9305e-4
1973	F	Helena	189	1.2162e-4
1973	F	Karina	180	1.1583e-4
1973	F	Magdalena	165	1.0618e-4
1973	F	Clarice	74	4.762e-5
1973	F	Page	41	2.638e-5
1973	F	Oona	12	7.72e-6
1973	M	Ashley	426	2.6391e-4
1973	M	Ahmad	54	3.345e-5
1973	M	Mohammad	27	1.673e-5
1973	M	Teresa	22	1.363e-5
1973	M	Claudia	15	9.29e-6
1973	M	Page	14	8.67e-6
1973	M	Florian	10	6.19e-6
1973	M	Caroline	8	4.96e-6
1974	F	Teresa	5395	0.00344478
1974	F	Ashley	1626	0.00103822
1974	F	Claudia	1609	0.00102737
1974	F	Caroline	1199	7.6558e-4
1974	F	Stefanie	959	6.1233e-4
1974	F	Karin	572	3.6523e-4
1974	F	Hannah	326	2.0816e-4
1974	F	Charmaine	269	1.7176e-4
1974	F	Karina	206	1.3153e-4
1974	F	Helena	193	1.2323e-4
1974	F	Magdalena	156	9.961e-5
1974	F	Clarice	60	3.831e-5
1974	F	Page	42	2.682e-5
1974	F	Oona	17	1.085e-5
1974	M	Ashley	409	2.5081e-4
1974	M	Ahmad	111	6.807e-5
1974	M	Mohammad	37	2.269e-5
1974	M	Teresa	20	1.226e-5
1974	M	Claudia	15	9.2e-6
1974	M	Page	12	7.36e-6
1974	M	Caroline	7	4.29e-6
1974	M	Karin	5	3.07e-6
1975	F	Teresa	4638	0.00297167
1975	F	Ashley	1988	0.00127376
1975	F	Claudia	1446	9.2648e-4
1975	F	Caroline	1232	7.8937e-4
1975	F	Stefanie	717	4.594e-4
1975	F	Karin	503	3.2228e-4
1975	F	Hannah	443	2.8384e-4
1975	F	Karina	276	1.7684e-4
1975	F	Charmaine	268	1.7171e-4
1975	F	Helena	205	1.3135e-4
1975	F	Magdalena	167	1.07e-4
1975	F	Clarice	93	5.959e-5
1975	F	Page	39	2.499e-5
1975	F	Oona	16	1.025e-5
1975	M	Ashley	418	2.5754e-4
1975	M	Ahmad	135	8.318e-5
1975	M	Mohammad	29	1.787e-5
1975	M	Teresa	19	1.171e-5
1975	M	Page	18	1.109e-5
1975	M	Claudia	13	8.01e-6
1975	M	Charmaine	8	4.93e-6
1975	M	Florian	8	4.93e-6
1976	F	Teresa	4055	0.00257974
1976	F	Ashley	2291	0.00145751
1976	F	Claudia	1409	8.9639e-4
1976	F	Caroline	1227	7.806e-4
1976	F	Stefanie	744	4.7332e-4
1976	F	Hannah	536	3.41e-4
1976	F	Karin	462	2.9392e-4
1976	F	Karina	328	2.0867e-4
1976	F	Charmaine	325	2.0676e-4
1976	F	Helena	186	1.1833e-4
1976	F	Magdalena	161	1.0243e-4
1976	F	Clarice	142	9.034e-5
1976	F	Page	43	2.736e-5
1976	F	Oona	9	5.73e-6
1976	M	Ashley	475	2.9084e-4
1976	M	Ahmad	121	7.409e-5
1976	M	Mohammad	53	3.245e-5
1976	M	Teresa	24	1.469e-5
1976	M	Claudia	10	6.12e-6
1976	M	Caroline	9	5.51e-6
1976	M	Florian	9	5.51e-6
1976	M	Page	9	5.51e-6
1976	M	Charmaine	6	3.67e-6
1977	F	Teresa	3655	0.00222198
1977	F	Ashley	2706	0.00164506
1977	F	Claudia	1232	7.4897e-4
1977	F	Caroline	1206	7.3316e-4
1977	F	Stefanie	928	5.6416e-4
1977	F	Hannah	634	3.8543e-4
1977	F	Karin	474	2.8816e-4
1977	F	Karina	406	2.4682e-4
1977	F	Charmaine	298	1.8116e-4
1977	F	Helena	212	1.2888e-4
1977	F	Magdalena	169	1.0274e-4
1977	F	Clarice	99	6.019e-5
1977	F	Page	34	2.067e-5
1977	F	Oona	7	4.26e-6
1977	F	Ahmad	6	3.65e-6
1977	M	Ashley	582	3.4038e-4
1977	M	Ahmad	207	1.2106e-4
1977	M	Mohammad	52	3.041e-5
1977	M	Teresa	17	9.94e-6
1977	M	Claudia	12	7.02e-6
1977	M	Page	12	7.02e-6
1977	M	Florian	9	5.26e-6
1977	M	Karin	8	4.68e-6
1977	M	Karina	7	4.09e-6
1977	M	Stefanie	7	4.09e-6
